dap_ap,dml_ap,dap_ml,dml_ml,dap_standing,dml_standing,dap_instabile,dml_instabile
102.26183046370708,-35.93475126221693,0.6085086111032694,20.1473923626661,69.46800600086058,0.879595188408174,69.46800600086058,0.879595188408174
69.66375766560424,-9.115635637533714,2.018288258103589,8.89838486140597,-3.6504362764781866,-27.59109050691135,-3.6504362764781866,-27.59109050691135
68.01925564223875,-8.653163277972139,8.924047632911588,14.491180071585752,-3.843028641089141,-22.565593406058635,-3.843028641089141,-22.565593406058635
68.41141807423149,-0.10861009221451763,8.043765453622086,34.59361466170055,0.20732900721141215,-30.241183966548117,0.20732900721141215,-30.241183966548117
61.243282294932165,11.05589749626639,8.58335311756337,57.98074732746574,1.6159547620499766,-32.30001977749686,1.6159547620499766,-32.30001977749686
50.53416180217661,17.94035836606452,6.0686507343338665,79.44547227983185,13.68887655158259,-23.963585242943584,13.68887655158259,-23.963585242943584
60.84063106421905,8.680191345163179,-9.250088309768365,79.34429701243862,4.465323588218679,-36.79074910269325,4.465323588218679,-36.79074910269325
63.97801045551807,4.829712722443493,-15.012124203748737,62.400914399218706,6.701295560798291,-27.70003704091789,6.701295560798291,-27.70003704091789
61.35052397967144,0.20629863753402153,1.6057745907916694,54.17293867853833,7.605641085056429,-23.35076264587523,7.605641085056429,-23.35076264587523
61.663072372197355,-8.804540728104108,6.01415248566691,55.34445102150741,2.4153650582920916,-18.74363710937514,2.4153650582920916,-18.74363710937514
68.30962859921686,-8.268311469178812,-1.3683258033814596,57.067933946920924,-0.09222945872762808,-18.47265125812767,-0.09222945872762808,-18.47265125812767
66.33754587563725,-8.032670087138554,5.376637638598552,60.69116318577538,0.7171416021824373,-23.01768389904107,0.7171416021824373,-23.01768389904107
68.2964960905274,-2.18855861124348,14.49517768030155,59.966696636370884,5.001424141904887,-28.435279728741115,5.001424141904887,-28.435279728741115
74.23265401148332,11.767653024077653,10.959012142791675,66.65902618585672,4.03183858350454,-27.415241647172063,4.03183858350454,-27.415241647172063
75.49917077431239,22.732654287281076,6.188854765889062,74.61690866671745,1.6301523994153542,-24.115507368309903,1.6301523994153542,-24.115507368309903
75.080976799795,16.57499090217424,6.856262647491365,77.29105445104517,2.565896195622208,-23.220359453339793,2.565896195622208,-23.220359453339793
70.23791941257309,7.185586776522878,7.932685126110216,72.28314938063599,2.510644201838657,-25.487733922937853,2.510644201838657,-25.487733922937853
67.94493551626984,1.0979766387575267,4.695179084393822,60.671595701907684,-2.67664706039623,-27.563048949454345,-2.67664706039623,-27.563048949454345
70.4415811248319,-4.345731763149175,2.5135668921657195,48.7735232547205,-2.467527196591065,-28.776856849531054,-2.467527196591065,-28.776856849531054
72.52928800395317,-1.7513789621535933,9.68057753532848,51.27101117949092,-1.827582084884206,-32.21676958092248,-1.827582084884206,-32.21676958092248
70.28546824810958,-1.8086425299383546,14.31351023193281,56.2035810117902,-3.4280291878960925,-32.41589157907869,-3.4280291878960925,-32.41589157907869
70.35376898727962,7.652487525794806,8.503146892814668,55.21661054450245,-4.241209853095888,-32.793811412507694,-4.241209853095888,-32.793811412507694
68.82282623020926,15.59406064310456,5.297490758125793,59.71703484482226,-3.2974935907447,-32.55156353301607,-3.2974935907447,-32.55156353301607
68.66907941694015,6.641196710586274,9.748265115229316,62.63119133706522,-3.2165030853512153,-29.010801114119925,-3.2165030853512153,-29.010801114119925
67.39975936069241,6.599038555882403,14.51186204434199,64.73405464209638,-5.081946137376775,-22.656372993650105,-5.081946137376775,-22.656372993650105
67.20794198609151,10.413649763287639,13.223921406429726,70.21922689500829,-3.4779286213312566,-22.06488005564234,-3.4779286213312566,-22.06488005564234
72.0571398217319,10.735243223801376,12.101510348828961,63.138156940490646,1.9749965683908568,-22.60624512246721,1.9749965683908568,-22.60624512246721
70.19999019852455,15.412072276646152,13.09740283444511,68.16119457252124,3.786070294315823,-22.501930550948106,3.786070294315823,-22.501930550948106
64.33401869907641,10.202456682886433,10.589491184278568,80.98638274431063,0.003381236570952076,-21.297856411280623,0.003381236570952076,-21.297856411280623
65.13338797968252,6.351793570654202,10.630978986632138,78.51757450896895,-2.569258696316476,-22.363700039599536,-2.569258696316476,-22.363700039599536
66.17336577548146,10.316340938425146,16.708614675614257,67.2115668834737,-4.406471504593954,-23.697244425231663,-4.406471504593954,-23.697244425231663
66.4079146599289,14.10651033436897,15.127189547272563,63.94566356088685,-3.0018784353798185,-25.862326788222646,-3.0018784353798185,-25.862326788222646
67.49159322060045,14.800285609024808,11.873353754557694,66.56389840857453,-1.2135861088078022,-25.445876580292794,-1.2135861088078022,-25.445876580292794
66.74496755439893,13.735497414814448,23.298558383702897,66.90793207156241,-0.10753353222324198,-23.622064827293364,-0.10753353222324198,-23.622064827293364
64.8583769977303,5.135637494307038,22.24706062907026,66.07847242592462,4.41269100953563,-24.60542350535636,4.41269100953563,-24.60542350535636
